Mobile Brand,2016,2017,2018,2019,2020
"['Samsung', 25, 26, 22, 21, 23.0]","['Vivo', 7, 4, 5, 8, 9.1]","['Xiaomi', 7, 8, 8, 9, 13.5]","['Huawei', 8, 10, 11, 17, 14.9]","['Apple', 9, 11, 14, 10, 12.4]"
